curr,d,m,y,rate
CZK,15,8,2018,2_96432
KGS,15,8,2018,0_978073
DKK,15,8,2018,10_2204
TJS,15,8,2018,7_08636
INR,15,8,2018,0_955122
EUR,14,8,2018,77_6519
CNY,14,8,2018,9_9221
KZT,14,8,2018,0_187674
RUB,14,8,2018,1
BYN,14,8,2018,33_0252
GBP,14,8,2018,87_0872
UZS,14,8,2018,0_00876569
UAH,14,8,2018,2_49446
TRY,14,8,2018,10_0568
MDL,14,8,2018,4_136
HUF,14,8,2018,0_238928
CHF,14,8,2018,68_5869
CZK,14,8,2018,3_02181
KGS,14,8,2018,0_985887
DKK,14,8,2018,10_4199
TJS,14,8,2018,7_24625
INR,14,8,2018,0_980433
EUR,13,8,2018,77_6519
CNY,13,8,2018,9_9221
KZT,13,8,2018,0_187674
RUB,13,8,2018,1
BYN,13,8,2018,33_0252
GBP,13,8,2018,87_0872
UZS,13,8,2018,0_00876569
UAH,13,8,2018,2_49446
TRY,13,8,2018,10_0568
MDL,13,8,2018,4_136
HUF,13,8,2018,0_238928
CHF,13,8,2018,68_5869
CZK,13,8,2018,3_02181
KGS,13,8,2018,0_985887
DKK,13,8,2018,10_4199
TJS,13,8,2018,7_24625
INR,13,8,2018,0_980433
EUR,12,8,2018,77_6519
CNY,12,8,2018,9_9221
KZT,12,8,2018,0_187674
RUB,12,8,2018,1
BYN,12,8,2018,33_0252
GBP,12,8,2018,87_0872
UZS,12,8,2018,0_00876569
UAH,12,8,2018,2_49446
TRY,12,8,2018,10_0568
MDL,12,8,2018,4_136
HUF,12,8,2018,0_238928
CHF,12,8,2018,68_5869
CZK,12,8,2018,3_02181
KGS,12,8,2018,0_985887
DKK,12,8,2018,10_4199
TJS,12,8,2018,7_24625
INR,12,8,2018,0_980433
EUR,11,8,2018,76_676
CNY,11,8,2018,9_75598
KZT,11,8,2018,0_187277
RUB,11,8,2018,1
BYN,11,8,2018,32_6092
GBP,11,8,2018,85_3472
UZS,11,8,2018,0_0085966
UAH,11,8,2018,2_45532
TRY,11,8,2018,11_1895
MDL,11,8,2018,4_05869
HUF,11,8,2018,0_236975
CHF,11,8,2018,67_2437
CZK,11,8,2018,2_98828
KGS,11,8,2018,0_976395
DKK,11,8,2018,10_2732
TJS,11,8,2018,7_10195
INR,11,8,2018,0_970272
EUR,10,8,2018,76_825
CNY,10,8,2018,9_70777
KZT,10,8,2018,0_186214
RUB,10,8,2018,1
BYN,10,8,2018,32_4611
GBP,10,8,2018,85_1969
UZS,10,8,2018,0_00851672
UAH,10,8,2018,2_44506
TRY,10,8,2018,12_2185
MDL,10,8,2018,4_02341
HUF,10,8,2018,0_239861
CHF,10,8,2018,66_6589
CZK,10,8,2018,2_99643
KGS,10,8,2018,0_970151
DKK,10,8,2018,10_3005
TJS,10,8,2018,7_03669
INR,10,8,2018,0_965348
EUR,9,8,2018,73_8211
CNY,9,8,2018,9_30813
KZT,9,8,2018,0_182346
RUB,9,8,2018,1
BYN,9,8,2018,31_6551
GBP,9,8,2018,82_0884
UZS,9,8,2018,0_00817101
UAH,9,8,2018,2_35886
TRY,9,8,2018,12_0336
MDL,9,8,2018,3_85424
HUF,9,8,2018,0_230768
CHF,9,8,2018,63_8248
CZK,9,8,2018,2_8789
KGS,9,8,2018,0_932888
DKK,9,8,2018,9_88974
TJS,9,8,2018,6_75106
INR,9,8,2018,0_925927
EUR,8,8,2018,73_5632
CNY,8,8,2018,9_29718
KZT,8,8,2018,0_182013
RUB,8,8,2018,1
BYN,8,8,2018,31_6132
GBP,8,8,2018,82_3638
UZS,8,8,2018,0_00816422
UAH,8,8,2018,2_35212
TRY,8,8,2018,12_1193
MDL,8,8,2018,3_85106
HUF,8,8,2018,0_230373
CHF,8,8,2018,63_8233
CZK,8,8,2018,2_87003
KGS,8,8,2018,0_932392
DKK,8,8,2018,9_87436
TJS,8,8,2018,6_74907
INR,8,8,2018,0_924355
EUR,7,8,2018,73_4095
CNY,7,8,2018,9_28
KZT,7,8,2018,0_18204
RUB,7,8,2018,1
BYN,7,8,2018,31_5908
GBP,7,8,2018,82_3118
UZS,7,8,2018,0_00814922
UAH,7,8,2018,2_33963
TRY,7,8,2018,12_3363
MDL,7,8,2018,3_84833
HUF,7,8,2018,0_229345
CHF,7,8,2018,63_7781
CZK,7,8,2018,2_86347
KGS,7,8,2018,0_930639
DKK,7,8,2018,9_85068
TJS,7,8,2018,6_74143
INR,7,8,2018,0_924508
EUR,6,8,2018,73_4095
CNY,6,8,2018,9_28
KZT,6,8,2018,0_18204
RUB,6,8,2018,1
BYN,6,8,2018,31_5908
GBP,6,8,2018,82_3118
UZS,6,8,2018,0_00814922
UAH,6,8,2018,2_33963
TRY,6,8,2018,12_3363
MDL,6,8,2018,3_84833
HUF,6,8,2018,0_229345
CHF,6,8,2018,63_7781
CZK,6,8,2018,2_86347
KGS,6,8,2018,0_930639
DKK,6,8,2018,9_85068
TJS,6,8,2018,6_74143
INR,6,8,2018,0_924508
EUR,5,8,2018,73_4095
CNY,5,8,2018,9_28
KZT,5,8,2018,0_18204
RUB,5,8,2018,1
BYN,5,8,2018,31_5908
GBP,5,8,2018,82_3118
UZS,5,8,2018,0_00814922
UAH,5,8,2018,2_33963
TRY,5,8,2018,12_3363
MDL,5,8,2018,3_84833
HUF,5,8,2018,0_229345
CHF,5,8,2018,63_7781
CZK,5,8,2018,2_86347
KGS,5,8,2018,0_930639
DKK,5,8,2018,9_85068
TJS,5,8,2018,6_74143
INR,5,8,2018,0_924508
EUR,4,8,2018,73_4744
CNY,4,8,2018,9_25026
KZT,4,8,2018,0_181398
RUB,4,8,2018,1
BYN,4,8,2018,31_5304
GBP,4,8,2018,82_4089
UZS,4,8,2018,0_00814375
UAH,4,8,2018,2_34194
TRY,4,8,2018,12_4958
MDL,4,8,2018,3_84575
HUF,4,8,2018,0_228761
CHF,4,8,2018,63_7225
CZK,4,8,2018,2_85884
KGS,4,8,2018,0_930424
DKK,4,8,2018,9_8583
TJS,4,8,2018,6_73977
INR,4,8,2018,0_923014
EUR,3,8,2018,73_4206
CNY,3,8,2018,9_24606
KZT,3,8,2018,0_180486
RUB,3,8,2018,1
BYN,3,8,2018,31_5758
GBP,3,8,2018,82_6574
UZS,3,8,2018,0_0081028
UAH,3,8,2018,2_33663
TRY,3,8,2018,12_4836
MDL,3,8,2018,3_82178
HUF,3,8,2018,0_228331
CHF,3,8,2018,63_5041
CZK,3,8,2018,2_86994
KGS,3,8,2018,0_925745
DKK,3,8,2018,9_84896
TJS,3,8,2018,6_7016
INR,3,8,2018,0_921926
EUR,2,8,2018,73_1064
CNY,2,8,2018,9_20676
KZT,2,8,2018,0_179504
RUB,2,8,2018,1
BYN,2,8,2018,31_4715
GBP,2,8,2018,82_0274
UZS,2,8,2018,0_00802877
UAH,2,8,2018,2_32044
TRY,2,8,2018,12_6838
MDL,2,8,2018,3_78
HUF,2,8,2018,0_227429
CHF,2,8,2018,63_0444
CZK,2,8,2018,2_85618
KGS,2,8,2018,0_917287
DKK,2,8,2018,9_81148
TJS,2,8,2018,6_64108
INR,2,8,2018,0_912404
EUR,1,8,2018,73_0738
CNY,1,8,2018,9_13442
KZT,1,8,2018,0_179576
RUB,1,8,2018,1
BYN,1,8,2018,31_4374
GBP,1,8,2018,82_021
UZS,1,8,2018,0_00800189
UAH,1,8,2018,2_31999
TRY,1,8,2018,12_6931
MDL,1,8,2018,3_76735
HUF,1,8,2018,0_227454
CHF,1,8,2018,63_0942
CZK,1,8,2018,2_85556
KGS,1,8,2018,0_914889
DKK,1,8,2018,9_81468
TJS,1,8,2018,6_62238
INR,1,8,2018,0_90849
EUR,31,7,2018,73_2021
CNY,31,7,2018,9_19726
KZT,31,7,2018,0_180997
RUB,31,7,2018,1
BYN,31,7,2018,31_5195
GBP,31,7,2018,82_3617
UZS,31,7,2018,0_00805979
UAH,31,7,2018,2_34803
TRY,31,7,2018,12_8514
MDL,31,7,2018,3_78652
HUF,31,7,2018,0_227408
CHF,31,7,2018,63_1912
CZK,31,7,2018,2_85652
KGS,31,7,2018,0_921211
DKK,31,7,2018,9_83034
TJS,31,7,2018,6_6646
INR,31,7,2018,0_913802
EUR,30,7,2018,73_2021
CNY,30,7,2018,9_19726
KZT,30,7,2018,0_180997
RUB,30,7,2018,1
BYN,30,7,2018,31_5195
GBP,30,7,2018,82_3617
UZS,30,7,2018,0_00805979
UAH,30,7,2018,2_34803
TRY,30,7,2018,12_8514
MDL,30,7,2018,3_78652
HUF,30,7,2018,0_227408
CHF,30,7,2018,63_1912
CZK,30,7,2018,2_85652
KGS,30,7,2018,0_921211
DKK,30,7,2018,9_83034
TJS,30,7,2018,6_6646
INR,30,7,2018,0_913802
EUR,29,7,2018,73_2021
CNY,29,7,2018,9_19726
KZT,29,7,2018,0_180997
RUB,29,7,2018,1
BYN,29,7,2018,31_5195
GBP,29,7,2018,82_3617
UZS,29,7,2018,0_00805979
UAH,29,7,2018,2_34803
TRY,29,7,2018,12_8514
MDL,29,7,2018,3_78652
HUF,29,7,2018,0_227408
CHF,29,7,2018,63_1912
CZK,29,7,2018,2_85652
KGS,29,7,2018,0_921211
DKK,29,7,2018,9_83034
TJS,29,7,2018,6_6646
INR,29,7,2018,0_913802
EUR,28,7,2018,73_3442
CNY,28,7,2018,9_23433
KZT,28,7,2018,0_181681
RUB,28,7,2018,1
BYN,28,7,2018,31_5969
GBP,28,7,2018,82_4878
UZS,28,7,2018,0_00808429
UAH,28,7,2018,2_35148
TRY,28,7,2018,12_9771
MDL,28,7,2018,3_79582
HUF,28,7,2018,0_226577
CHF,28,7,2018,63_1874
CZK,28,7,2018,2_85752
KGS,28,7,2018,0_924029
DKK,28,7,2018,9_82688
TJS,28,7,2018,6_68854
INR,28,7,2018,0_916965
EUR,27,7,2018,73_8181
CNY,27,7,2018,9_28095
KZT,27,7,2018,0_181865
RUB,27,7,2018,1
BYN,27,7,2018,31_6508
GBP,27,7,2018,83_002
UZS,27,7,2018,0_00808117
UAH,27,7,2018,2_36377
TRY,27,7,2018,13_0417
MDL,27,7,2018,3_79085
HUF,27,7,2018,0_227542
CHF,27,7,2018,63_4164
CZK,27,7,2018,2_87798
KGS,27,7,2018,0_924333
DKK,27,7,2018,9_8989
TJS,27,7,2018,6_68228
INR,27,7,2018,0_916177
EUR,26,7,2018,73_751
CNY,26,7,2018,9_30739
KZT,26,7,2018,0_18218
RUB,26,7,2018,1
BYN,26,7,2018,31_7274
GBP,26,7,2018,82_9991
UZS,26,7,2018,0_0080987
UAH,26,7,2018,2_37268
TRY,26,7,2018,12_9575
MDL,26,7,2018,3_79679
HUF,26,7,2018,0_226504
CHF,26,7,2018,63_5539
CZK,26,7,2018,2_87515
KGS,26,7,2018,0_927018
DKK,26,7,2018,9_9009
TJS,26,7,2018,6_69677
INR,26,7,2018,0_917446
EUR,25,7,2018,73_5261
CNY,25,7,2018,9_23268
KZT,25,7,2018,0_182435
RUB,25,7,2018,1
BYN,25,7,2018,31_6517
GBP,25,7,2018,82_4424
UZS,25,7,2018,0_00807815
UAH,25,7,2018,2_36643
TRY,25,7,2018,13_2123
MDL,25,7,2018,3_77919
HUF,25,7,2018,0_225032
CHF,25,7,2018,63_2588
CZK,25,7,2018,2_84993
KGS,25,7,2018,0_924326
DKK,25,7,2018,9_86463
TJS,25,7,2018,6_67978
INR,25,7,2018,0_912133
EUR,24,7,2018,74_1286
CNY,24,7,2018,9_31829
KZT,24,7,2018,0_182861
RUB,24,7,2018,1
BYN,24,7,2018,31_6723
GBP,24,7,2018,83_0834
UZS,24,7,2018,0_00811471
UAH,24,7,2018,2_39016
TRY,24,7,2018,13_2834
MDL,24,7,2018,3_79326
HUF,24,7,2018,0_227474
CHF,24,7,2018,63_7825
CZK,24,7,2018,2_86543
KGS,24,7,2018,0_926623
DKK,24,7,2018,9_94769
TJS,24,7,2018,6_71224
INR,24,7,2018,0_919478
EUR,23,7,2018,74_1286
CNY,23,7,2018,9_31829
KZT,23,7,2018,0_182861
RUB,23,7,2018,1
BYN,23,7,2018,31_6723
GBP,23,7,2018,83_0834
UZS,23,7,2018,0_00811471
UAH,23,7,2018,2_39016
TRY,23,7,2018,13_2834
MDL,23,7,2018,3_79326
HUF,23,7,2018,0_227474
CHF,23,7,2018,63_7825
CZK,23,7,2018,2_86543
KGS,23,7,2018,0_926623
DKK,23,7,2018,9_94769
TJS,23,7,2018,6_71224
INR,23,7,2018,0_919478
EUR,22,7,2018,74_1286
CNY,22,7,2018,9_31829
KZT,22,7,2018,0_182861
RUB,22,7,2018,1
BYN,22,7,2018,31_6723
GBP,22,7,2018,83_0834
UZS,22,7,2018,0_00811471
UAH,22,7,2018,2_39016
TRY,22,7,2018,13_2834
MDL,22,7,2018,3_79326
HUF,22,7,2018,0_227474
CHF,22,7,2018,63_7825
CZK,22,7,2018,2_86543
KGS,22,7,2018,0_926623
DKK,22,7,2018,9_94769
TJS,22,7,2018,6_71224
INR,22,7,2018,0_919478
EUR,21,7,2018,73_9327
CNY,21,7,2018,9_36565
KZT,21,7,2018,0_183126
RUB,21,7,2018,1
BYN,21,7,2018,31_7794
GBP,21,7,2018,82_6688
UZS,21,7,2018,0_00815234
UAH,21,7,2018,2_40124
TRY,21,7,2018,13_1662
MDL,21,7,2018,3_80286
HUF,21,7,2018,0_226965
CHF,21,7,2018,63_5842
CZK,21,7,2018,2_8587
KGS,21,7,2018,0_931194
DKK,21,7,2018,9_92602
TJS,21,7,2018,6_74337
INR,21,7,2018,0_92153
EUR,20,7,2018,73_4808
CNY,20,7,2018,9_34356
KZT,20,7,2018,0_183049
RUB,20,7,2018,1
BYN,20,7,2018,31_6928
GBP,20,7,2018,82_3899
UZS,20,7,2018,0_00812484
UAH,20,7,2018,2_38862
TRY,20,7,2018,13_0963
MDL,20,7,2018,3_79686
HUF,20,7,2018,0_226162
CHF,20,7,2018,63_1735
CZK,20,7,2018,2_8401
KGS,20,7,2018,0_927984
DKK,20,7,2018,9_8577
TJS,20,7,2018,6_71705
INR,20,7,2018,0_916558
EUR,19,7,2018,73_1345
CNY,19,7,2018,9_36718
KZT,19,7,2018,0_182284
RUB,19,7,2018,1
BYN,19,7,2018,31_6401
GBP,19,7,2018,82_2866
UZS,19,7,2018,0_00807681
UAH,19,7,2018,2_39029
TRY,19,7,2018,13_1688
MDL,19,7,2018,3_77215
HUF,19,7,2018,0_225604
CHF,19,7,2018,62_7187
CZK,19,7,2018,2_82973
KGS,19,7,2018,0_922499
DKK,19,7,2018,9_80356
TJS,19,7,2018,6_84707
INR,19,7,2018,0_917253
EUR,18,7,2018,73_2427
CNY,18,7,2018,9_34687
KZT,18,7,2018,0_181934
RUB,18,7,2018,1
BYN,18,7,2018,31_5728
GBP,18,7,2018,82_6954
UZS,18,7,2018,0_00800965
UAH,18,7,2018,2_38189
TRY,18,7,2018,12_8825
MDL,18,7,2018,3_742
HUF,18,7,2018,0_226637
CHF,18,7,2018,62_7426
CZK,18,7,2018,2_83024
KGS,18,7,2018,0_915808
DKK,18,7,2018,9_82288
TJS,18,7,2018,6_62794
INR,18,7,2018,0_913263
EUR,17,7,2018,72_7955
CNY,17,7,2018,9_31315
KZT,17,7,2018,0_181797
RUB,17,7,2018,1
BYN,17,7,2018,31_581
GBP,17,7,2018,82_47
UZS,17,7,2018,0_0079678
UAH,17,7,2018,2_37481
TRY,17,7,2018,12_8728
MDL,17,7,2018,3_729
HUF,17,7,2018,0_226051
CHF,17,7,2018,62_2494
CZK,17,7,2018,2_81591
KGS,17,7,2018,0_91217
DKK,17,7,2018,9_76758
TJS,17,7,2018,6_60887
INR,17,7,2018,0_906624
EUR,16,7,2018,72_7955
CNY,16,7,2018,9_31315
KZT,16,7,2018,0_181797
RUB,16,7,2018,1
BYN,16,7,2018,31_581
GBP,16,7,2018,82_47
UZS,16,7,2018,0_0079678
UAH,16,7,2018,2_37481
TRY,16,7,2018,12_8728
MDL,16,7,2018,3_729
HUF,16,7,2018,0_226051
CHF,16,7,2018,62_2494
CZK,16,7,2018,2_81591
KGS,16,7,2018,0_91217
DKK,16,7,2018,9_76758
TJS,16,7,2018,6_60887
INR,16,7,2018,0_906624
EUR,15,7,2018,72_7955
CNY,15,7,2018,9_31315
KZT,15,7,2018,0_181797
RUB,15,7,2018,1
BYN,15,7,2018,31_581
GBP,15,7,2018,82_47
UZS,15,7,2018,0_0079678
UAH,15,7,2018,2_37481
TRY,15,7,2018,12_8728
MDL,15,7,2018,3_729
HUF,15,7,2018,0_226051
CHF,15,7,2018,62_2494
CZK,15,7,2018,2_81591
KGS,15,7,2018,0_91217
DKK,15,7,2018,9_76758
TJS,15,7,2018,6_60887
INR,15,7,2018,0_906624
EUR,14,7,2018,72_4659
CNY,14,7,2018,9_30989
KZT,14,7,2018,0_181141
RUB,14,7,2018,1
BYN,14,7,2018,31_629
GBP,14,7,2018,81_7788
UZS,14,7,2018,0_00797264
UAH,14,7,2018,2_37489
TRY,14,7,2018,12_8231
MDL,14,7,2018,3_73126
HUF,14,7,2018,0_222914
CHF,14,7,2018,62_0638
CZK,14,7,2018,2_79336
KGS,14,7,2018,0_911722
DKK,14,7,2018,9_71316
TJS,14,7,2018,6_78164
INR,14,7,2018,0_909459
EUR,13,7,2018,72_6817
CNY,13,7,2018,9_3306
KZT,13,7,2018,0_180533
RUB,13,7,2018,1
BYN,13,7,2018,31_6121
GBP,13,7,2018,82_2428
UZS,13,7,2018,0_00797515
UAH,13,7,2018,2_37157
TRY,13,7,2018,12_889
MDL,13,7,2018,3_72604
HUF,13,7,2018,0_223796
CHF,13,7,2018,62_4372
CZK,13,7,2018,2_80467
KGS,13,7,2018,0_910446
DKK,13,7,2018,9_75477
TJS,13,7,2018,6_77214
INR,13,7,2018,0_907457
EUR,12,7,2018,72_8472
CNY,12,7,2018,9_31451
KZT,12,7,2018,0_180822
RUB,12,7,2018,1
BYN,12,7,2018,31_5458
GBP,12,7,2018,82_4351
UZS,12,7,2018,0_00794763
UAH,12,7,2018,2_36834
TRY,12,7,2018,13_1272
MDL,12,7,2018,3_72179
HUF,12,7,2018,0_224464
CHF,12,7,2018,62_643
CZK,12,7,2018,2_81101
KGS,12,7,2018,0_909195
DKK,12,7,2018,9_77106
TJS,12,7,2018,6_7597
INR,12,7,2018,0_902456
EUR,11,7,2018,73_347
CNY,11,7,2018,9_4291
KZT,11,7,2018,0_181971
RUB,11,7,2018,1
BYN,11,7,2018,31_6734
GBP,11,7,2018,82_9883
UZS,11,7,2018,0_00799194
UAH,11,7,2018,2_38291
TRY,11,7,2018,13_244
MDL,11,7,2018,3_7504
HUF,11,7,2018,0_225349
CHF,11,7,2018,62_9541
CZK,11,7,2018,2_82694
KGS,11,7,2018,0_914799
DKK,11,7,2018,9_83807
TJS,11,7,2018,6_79798
INR,11,7,2018,0_90729
EUR,10,7,2018,73_9365
CNY,10,7,2018,9_4961
KZT,10,7,2018,0_182925
RUB,10,7,2018,1
BYN,10,7,2018,31_8226
GBP,10,7,2018,83_9271
UZS,10,7,2018,0_00800811
UAH,10,7,2018,2_38776
TRY,10,7,2018,13_8178
MDL,10,7,2018,3_76871
HUF,10,7,2018,0_229049
CHF,10,7,2018,63_6937
CZK,10,7,2018,2_8594
KGS,10,7,2018,0_919995
DKK,10,7,2018,9_92682
TJS,10,7,2018,6_84069
INR,10,7,2018,0_915144
EUR,9,7,2018,73_9365
CNY,9,7,2018,9_4961
KZT,9,7,2018,0_182925
RUB,9,7,2018,1
BYN,9,7,2018,31_8226
GBP,9,7,2018,83_9271
UZS,9,7,2018,0_00800811
UAH,9,7,2018,2_38776
TRY,9,7,2018,13_8178
MDL,9,7,2018,3_76871
HUF,9,7,2018,0_229049
CHF,9,7,2018,63_6937
CZK,9,7,2018,2_8594
KGS,9,7,2018,0_919995
DKK,9,7,2018,9_92682
TJS,9,7,2018,6_84069
INR,9,7,2018,0_915144
EUR,8,7,2018,73_9365
CNY,8,7,2018,9_4961
KZT,8,7,2018,0_182925
RUB,8,7,2018,1
BYN,8,7,2018,31_8226
GBP,8,7,2018,83_9271
UZS,8,7,2018,0_00800811
UAH,8,7,2018,2_38776
TRY,8,7,2018,13_8178
MDL,8,7,2018,3_76871
HUF,8,7,2018,0_229049
CHF,8,7,2018,63_6937
CZK,8,7,2018,2_8594
KGS,8,7,2018,0_919995
DKK,8,7,2018,9_92682
TJS,8,7,2018,6_84069
INR,8,7,2018,0_915144
EUR,7,7,2018,73_9028
CNY,7,7,2018,9_49511
KZT,7,7,2018,0_183602
RUB,7,7,2018,1
BYN,7,7,2018,31_7913
GBP,7,7,2018,83_6046
UZS,7,7,2018,0_00804481
UAH,7,7,2018,2_39551
TRY,7,7,2018,13_7206
MDL,7,7,2018,3_77409
HUF,7,7,2018,0_228139
CHF,7,7,2018,63_5922
CZK,7,7,2018,2_84973
KGS,7,7,2018,0_923843
DKK,7,7,2018,9_91979
TJS,7,7,2018,6_87202
INR,7,7,2018,0_915768
EUR,6,7,2018,73_9641
CNY,6,7,2018,9_53004
KZT,6,7,2018,0_184167
RUB,6,7,2018,1
BYN,6,7,2018,31_8163
GBP,6,7,2018,83_7125
UZS,6,7,2018,0_00806248
UAH,6,7,2018,2_39215
TRY,6,7,2018,13_558
MDL,6,7,2018,3_78239
HUF,6,7,2018,0_228072
CHF,6,7,2018,63_6935
CZK,6,7,2018,2_84342
KGS,6,7,2018,0_92798
DKK,6,7,2018,9_92118
TJS,6,7,2018,6_88683
INR,6,7,2018,0_919182
EUR,5,7,2018,73_7097
CNY,5,7,2018,9_54956
KZT,5,7,2018,0_184248
RUB,5,7,2018,1
BYN,5,7,2018,31_7323
GBP,5,7,2018,83_2949
UZS,5,7,2018,0_00805819
UAH,5,7,2018,2_3902
TRY,5,7,2018,13_4248
MDL,5,7,2018,3_76349
HUF,5,7,2018,0_225427
CHF,5,7,2018,63_6788
CZK,5,7,2018,2_82262
KGS,5,7,2018,0_927486
DKK,5,7,2018,9_88149
TJS,5,7,2018,6_88504
INR,5,7,2018,0_920833
EUR,4,7,2018,73_7012
CNY,4,7,2018,9_48045
KZT,4,7,2018,0_184469
RUB,4,7,2018,1
BYN,4,7,2018,31_8405
GBP,4,7,2018,83_3358
UZS,4,7,2018,0_00806884
UAH,4,7,2018,2_40447
TRY,4,7,2018,13_5472
MDL,4,7,2018,3_76306
HUF,4,7,2018,0_22458
CHF,4,7,2018,63_6779
CZK,4,7,2018,2_8228
KGS,4,7,2018,0_927651
DKK,4,7,2018,9_8955
TJS,4,7,2018,6_90289
INR,4,7,2018,0_921011
EUR,3,7,2018,73_469
CNY,3,7,2018,9_48737
KZT,3,7,2018,0_184667
RUB,3,7,2018,1
BYN,3,7,2018,31_8003
GBP,3,7,2018,83_0915
UZS,3,7,2018,0_00802111
UAH,3,7,2018,2_40714
TRY,3,7,2018,13_6462
MDL,3,7,2018,3_75517
HUF,3,7,2018,0_222887
CHF,3,7,2018,63_6293
CZK,3,7,2018,2_82712
KGS,3,7,2018,0_926477
DKK,3,7,2018,9_86137
TJS,3,7,2018,6_88994
INR,3,7,2018,0_919093
EUR,2,7,2018,73_469
CNY,2,7,2018,9_48737
KZT,2,7,2018,0_184667
RUB,2,7,2018,1
BYN,2,7,2018,31_8003
GBP,2,7,2018,83_0915
UZS,2,7,2018,0_00802111
UAH,2,7,2018,2_40714
TRY,2,7,2018,13_6462
MDL,2,7,2018,3_75517
HUF,2,7,2018,0_222887
CHF,2,7,2018,63_6293
CZK,2,7,2018,2_82712
KGS,2,7,2018,0_926477
DKK,2,7,2018,9_86137
TJS,2,7,2018,6_88994
INR,2,7,2018,0_919093
EUR,1,7,2018,73_469
CNY,1,7,2018,9_48737
KZT,1,7,2018,0_184667
RUB,1,7,2018,1
BYN,1,7,2018,31_8003
GBP,1,7,2018,83_0915
UZS,1,7,2018,0_00802111
UAH,1,7,2018,2_40714
TRY,1,7,2018,13_6462
MDL,1,7,2018,3_75517
HUF,1,7,2018,0_222887
CHF,1,7,2018,63_6293
CZK,1,7,2018,2_82712
KGS,1,7,2018,0_926477
DKK,1,7,2018,9_86137
TJS,1,7,2018,6_88994
INR,1,7,2018,0_919093
EUR,30,6,2018,72_9921
CNY,30,6,2018,9_47511
KZT,30,6,2018,0_183843
RUB,30,6,2018,1
BYN,30,6,2018,31_5359
GBP,30,6,2018,82_3491
UZS,30,6,2018,0_00797247
UAH,30,6,2018,2_38527
TRY,30,6,2018,13_769
MDL,30,6,2018,3_72885
HUF,30,6,2018,0_221899
CHF,30,6,2018,63_0655
CZK,30,6,2018,2_81735
KGS,30,6,2018,0_920858
DKK,30,6,2018,9_7927
TJS,30,6,2018,6_83995
INR,30,6,2018,0_916622
EUR,29,6,2018,73_0884
CNY,29,6,2018,9_545
KZT,29,6,2018,0_185194
RUB,29,6,2018,1
BYN,29,6,2018,31_6408
GBP,29,6,2018,82_7656
UZS,29,6,2018,0_00804037
UAH,29,6,2018,2_40559
TRY,29,6,2018,13_6771
MDL,29,6,2018,3_75726
HUF,29,6,2018,0_222691
CHF,29,6,2018,63_3988
CZK,29,6,2018,2_81218
KGS,29,6,2018,0_928089
DKK,29,6,2018,9_80572
TJS,29,6,2018,6_9095
INR,29,6,2018,0_91746
EUR,28,6,2018,73_6038
CNY,28,6,2018,9_56257
KZT,28,6,2018,0_18531
RUB,28,6,2018,1
BYN,28,6,2018,31_5601
GBP,28,6,2018,83_3457
UZS,28,6,2018,0_00802067
UAH,28,6,2018,2_39969
TRY,28,6,2018,13_5776
MDL,28,6,2018,3_74916
HUF,28,6,2018,0_224747
CHF,28,6,2018,63_7286
CZK,28,6,2018,2_83604
KGS,28,6,2018,0_926426
DKK,28,6,2018,9_86406
TJS,28,6,2018,6_90689
INR,28,6,2018,0_919076
EUR,27,6,2018,73_4087
CNY,27,6,2018,9_57761
KZT,27,6,2018,0_185248
RUB,27,6,2018,1
BYN,27,6,2018,31_482
GBP,27,6,2018,83_2732
UZS,27,6,2018,0_00796433
UAH,27,6,2018,2_39751
TRY,27,6,2018,13_3589
MDL,27,6,2018,3_72094
HUF,27,6,2018,0_225246
CHF,27,6,2018,63_4956
CZK,27,6,2018,2_82982
KGS,27,6,2018,0_922038
DKK,27,6,2018,9_83796
TJS,27,6,2018,6_87154
INR,27,6,2018,0_921565
EUR,26,6,2018,73_3112
CNY,26,6,2018,9_64658
KZT,26,6,2018,0_185659
RUB,26,6,2018,1
BYN,26,6,2018,31_5886
GBP,26,6,2018,83_4839
UZS,26,6,2018,0_0079846
UAH,26,6,2018,2_40587
TRY,26,6,2018,13_6951
MDL,26,6,2018,3_71933
HUF,26,6,2018,0_226149
CHF,26,6,2018,63_7659
CZK,26,6,2018,2_84364
KGS,26,6,2018,0_923355
DKK,26,6,2018,9_85236
TJS,26,6,2018,6_88893
INR,26,6,2018,0_924304
EUR,25,6,2018,73_3112
CNY,25,6,2018,9_64658
KZT,25,6,2018,0_185659
RUB,25,6,2018,1
BYN,25,6,2018,31_5886
GBP,25,6,2018,83_4839
UZS,25,6,2018,0_0079846
UAH,25,6,2018,2_40587
TRY,25,6,2018,13_6951
MDL,25,6,2018,3_71933
HUF,25,6,2018,0_226149
CHF,25,6,2018,63_7659
CZK,25,6,2018,2_84364
KGS,25,6,2018,0_923355
DKK,25,6,2018,9_85236
TJS,25,6,2018,6_88893
INR,25,6,2018,0_924304
EUR,24,6,2018,73_3112
CNY,24,6,2018,9_64658
KZT,24,6,2018,0_185659
RUB,24,6,2018,1
BYN,24,6,2018,31_5886
GBP,24,6,2018,83_4839
UZS,24,6,2018,0_0079846
UAH,24,6,2018,2_40587
TRY,24,6,2018,13_6951
MDL,24,6,2018,3_71933
HUF,24,6,2018,0_226149
CHF,24,6,2018,63_7659
CZK,24,6,2018,2_84364
KGS,24,6,2018,0_923355
